po_number,po_item,company_code,plant,creation_date,cost_center_wbs,func_area,func_area_txt
4805008361,80,4100,4100,20200102,1025039,25,Human Resources
4509003716,70,4100,2100,20170917,1014461,14,SS Facility Mgt
4805008363,60,2000,1000,20260303,1032261,32,Supply Chain
4805008364,10,1000,10M2,20210713,1028372,28,SS Global Procurement
4805008364,40,4100,10M2,20170319,1030483,30,Digitization
4805008365,70,3000,4100,20180415,1012594,12,Information Technology
4509003718,40,1000,1033,20210724,1035646,35,Sales & Marketing
4805008367,50,1000,10M1,20210723,1023816,23,Corporate Affairs
4805008367,80,4100,3200,20170503,1015027,15,EHSS
4805008368,30,3000,3200,20220422,1032138,32,Supply Chain
4805008369,60,2000,4100,20231209,1023249,23,Corporate Affairs
4509003720,10,2000,10M2,20181120,1032831,32,Supply Chain
4805008370,40,4100,1000,20170326,1017471,17,Technology & Innovation
4805008371,70,3000,1033,20190809,1009582,9,Executive Office
4805008372,20,2000,10M1,20200919,1010693,10,Finance
4805008373,50,1000,3200,20210907,1014804,14,SS Facility Mgt
4509003721,60,3000,1000,20250415,1035116,35,Sales & Marketing
4805008374,30,3000,10M2,20170612,1025126,25,Human Resources
4805008375,60,2000,1100,20190807,1027237,27,Manufacturing Support
4805008376,10,1000,2100,20260728,1032348,32,Supply Chain
4805008376,40,4100,1100,20220807,1028459,28,SS Global Procurement
4509003723,30,4100,1031,20260710,1027301,27,Manufacturing Support
4805008378,20,2000,1033,20220408,1020681,20,Legal
4805008379,50,1000,1031,20260123,1030792,30,Digitization
4805008379,80,4100,4100,20180524,1015003,15,EHSS
4805008380,30,3000,1000,20210515,1032114,32,Supply Chain
4509003725,80,1000,1031,20250920,1035486,35,Sales & Marketing
4805008382,10,1000,2100,20170428,1012336,12,Information Technology
4805008382,40,4100,4100,20170911,1023447,23,Corporate Affairs
4805008383,70,3000,2100,20250611,1017558,17,Technology & Innovation
4805008384,20,2000,1031,20240205,1027669,27,Manufacturing Support
4509003726,50,2000,3200,20210314,1020671,20,Legal
4805008385,80,4100,3200,20190906,1030891,30,Digitization
4805008386,30,3000,4100,20260912,1017102,17,Technology & Innovation
4805008387,60,2000,1100,20171015,1023213,23,Corporate Affairs
4805008388,10,1000,1031,20190802,1035324,35,Sales & Marketing
4509003728,20,3000,1033,20220512,1012856,12,Information Technology
4805008389,70,3000,4100,20201224,1028546,28,SS Global Procurement
4805008390,20,2000,4100,20211011,1012657,12,Information Technology
4805008391,50,1000,1000,20230523,1009768,9,Executive Office
4805008391,80,4100,4100,20180720,1012879,12,Information Technology
4509003730,70,4100,1100,20260207,1010141,10,Finance
4805008393,60,2000,3200,20230715,1030201,30,Digitization
4805008394,10,1000,10M2,20260212,1035312,35,Sales & Marketing
4805008394,40,4100,3200,20261211,1027423,27,Manufacturing Support
4805008395,70,3000,10M2,20250516,1025534,25,Human Resources
4509003731,40,1000,10M1,20250502,1025326,25,Human Resources
4805008397,50,1000,2100,20250106,1012756,12,Information Technology
4805008397,80,4100,10M2,20201227,1015867,15,EHSS
4805008398,30,3000,1033,20191128,1012078,12,Information Technology
4805008399,60,2000,2100,20230605,1023189,23,Corporate Affairs
4509003733,10,2000,1033,20180702,1032511,32,Supply Chain
4805008400,40,4100,1033,20181116,1035411,35,Sales & Marketing
4805008401,70,3000,10M1,20181111,1023522,23,Corporate Affairs
4805008402,20,2000,10M1,20260210,1028633,28,SS Global Procurement
4805008403,50,1000,10M2,20170610,1025744,25,Human Resources
4509003735,60,3000,10M2,20210205,1035018,9,Executive Office
4805008404,30,3000,4100,20240922,1027066,27,Manufacturing Support
4805008405,60,2000,1000,20200221,1030177,30,Digitization
4805008406,10,1000,1100,20201002,1032288,32,Supply Chain
4805008406,40,4100,1031,20240722,1012399,12,Information Technology
4509003736,30,4100,3200,20250214,1030881,30,Digitization
4805008408,20,2000,1031,20180106,1010621,10,Finance
4805008409,50,1000,1031,20170204,1014732,14,SS Facility Mgt
4805008409,80,4100,4100,20230614,1009843,9,Executive Office
4805008410,30,3000,10M1,20210312,1010054,10,Finance
4509003738,80,1000,3200,20211121,1027166,27,Manufacturing Support
4805008412,10,1000,10M1,20171108,1010276,10,Finance
4805008412,40,4100,2100,20180607,1017387,17,Technology & Innovation
4805008413,70,3000,1100,20230328,1014498,14,SS Facility Mgt
4805008414,20,2000,3200,20170620,1027609,27,Manufacturing Support
4509003740,50,2000,10M2,20251110,1020351,20,Legal
4805008415,80,4100,2100,20240501,1028831,28,SS Global Procurement
4805008416,30,3000,10M2,20210201,1014042,14,SS Facility Mgt
4805008417,60,2000,1000,20190525,1030153,30,Digitization
4805008418,10,1000,4100,20250519,1020264,20,Legal
4509003741,20,3000,1000,20241126,1014536,14,SS Facility Mgt
4805008419,70,3000,4100,20240408,1028486,28,SS Global Procurement
4805008420,20,2000,10M1,20190626,1030597,30,Digitization
4805008421,50,1000,1033,20180804,1025708,25,Human Resources
4805008421,80,4100,1000,20200808,1030819,30,Digitization
4509003743,70,4100,1031,20170427,1030721,30,Digitization
4805008423,60,2000,3200,20190111,1012141,12,Information Technology
4805008424,10,1000,1033,20190103,1027252,27,Manufacturing Support
4805008424,40,4100,1033,20170216,1020363,20,Legal
4805008425,70,3000,10M1,20190512,1014474,14,SS Facility Mgt
4509003745,40,1000,1031,20260510,1027006,27,Manufacturing Support
4805008427,50,1000,1000,20171112,1015696,15,EHSS
4805008427,80,4100,1100,20220722,1028807,28,SS Global Procurement
4805008428,30,3000,10M1,20250703,1035018,35,Sales & Marketing
4805008429,60,2000,1031,20201209,1012129,12,Information Technology
4509003746,10,2000,10M2,20250627,1012191,12,Information Technology
4805008430,40,4100,4100,20250802,1014351,14,SS Facility Mgt
4805008431,70,3000,3200,20210904,1012462,12,Information Technology
4805008432,20,2000,3200,20250821,1020573,20,Legal
4805008433,50,1000,3200,20180604,1020684,20,Legal
4509003748,60,3000,1100,20240806,1017376,17,Technology & Innovation
4805008434,30,3000,1031,20200410,1030006,30,Digitization
4805008435,60,2000,1000,20260311,1010117,10,Finance
4805008436,10,1000,10M2,20190919,1030228,30,Digitization
4805008436,40,4100,4100,20180116,1030339,30,Digitization
4509003750,30,4100,10M1,20230505,1027561,27,Manufacturing Support
4805008438,20,2000,1031,20260323,1015561,15,EHSS
4805008439,50,1000,1100,20200515,1009857,14,SS Facility Mgt
4805008439,80,4100,10M1,20260502,1012783,12,Information Technology
4805008440,30,3000,3200,20190313,1028894,28,SS Global Procurement
4509003751,80,1000,4100,20191023,1028746,28,SS Global Procurement
4805008442,10,1000,10M1,20240424,1012216,12,Information Technology
4805008442,40,4100,1031,20241009,1032327,32,Supply Chain
4805008443,70,3000,10M1,20260616,1027438,27,Manufacturing Support
4805008444,20,2000,1000,20231001,1030549,30,Digitization
4509003753,50,2000,1100,20260309,1017031,17,Technology & Innovation
4805008445,80,4100,4100,20210913,1027771,27,Manufacturing Support
4805008446,30,3000,1100,20250324,1027882,27,Manufacturing Support
4805008447,60,2000,1031,20170502,1009093,9,Executive Office
4805008448,10,1000,1033,20211021,1012204,12,Information Technology
4509003755,20,3000,2100,20220217,1035216,35,Sales & Marketing
4805008449,70,3000,2100,20220505,1032426,32,Supply Chain
4805008450,20,2000,10M2,20250316,1030537,30,Digitization
4805008451,50,1000,3200,20220114,1030648,30,Digitization
4805008451,80,4100,3200,20220404,1015759,15,EHSS
4509003756,70,4100,1000,20191212,1015401,15,EHSS
4805008453,60,2000,1000,20221009,1027081,27,Manufacturing Support
4805008454,10,1000,4100,20190220,1015192,15,EHSS
4805008454,40,4100,1031,20170722,1010303,10,Finance
4805008455,70,3000,10M2,20180519,1030414,30,Digitization
4509003758,40,1000,10M1,20191212,1028586,28,SS Global Procurement
4805008457,50,1000,1000,20200923,1030636,30,Digitization
4805008457,80,4100,1031,20241026,1009747,9,Executive Office
4805008458,30,3000,1000,20170521,1030858,30,Digitization
4805008459,60,2000,10M1,20250113,1012069,12,Information Technology
4509003760,10,2000,1000,20211221,1030771,30,Digitization
4805008460,40,4100,2100,20170912,1015291,15,EHSS
4805008461,70,3000,1000,20190202,1025402,25,Human Resources
4805008462,20,2000,10M2,20260220,1015513,15,EHSS
4805008463,50,1000,1031,20221103,1027624,27,Manufacturing Support
4509003761,60,3000,1000,20260723,1010056,10,Finance
4805008464,30,3000,3200,20170919,1012846,12,Information Technology
4805008465,60,2000,10M2,20221001,1035057,35,Sales & Marketing
4805008466,10,1000,4100,20210626,1035389,28,SS Global Procurement
4805008466,40,4100,1100,20210224,1023279,23,Corporate Affairs
4509003763,30,4100,1033,20181204,1032241,32,Supply Chain
4805008468,20,2000,1100,20240820,1027501,27,Manufacturing Support
4805008469,50,1000,2100,20200509,1035612,35,Sales & Marketing
4805008469,80,4100,1100,20180401,1035723,35,Sales & Marketing
4805008470,30,3000,3200,20180526,1020834,20,Legal
4509003765,80,1000,1033,20210104,1012426,12,Information Technology
4805008472,10,1000,3200,20251003,1027156,27,Manufacturing Support
4805008472,40,4100,1100,20200816,1012267,12,Information Technology
4805008473,70,3000,2100,20190721,1012378,12,Information Technology
4805008474,20,2000,10M2,20250725,1012489,12,Information Technology
4509003766,50,2000,4100,20190101,1027611,27,Manufacturing Support
4805008475,80,4100,2100,20230804,1030711,30,Digitization
4805008476,30,3000,1000,20241202,1032822,32,Supply Chain
4805008477,60,2000,1000,20250305,1028033,28,SS Global Procurement
4805008478,10,1000,1100,20200903,1015144,15,EHSS
4509003768,20,3000,4100,20200228,1017796,17,Technology & Innovation
4805008479,70,3000,1033,20250325,1012366,12,Information Technology
4805008480,20,2000,3200,20221113,1023477,23,Corporate Affairs
4805008481,50,1000,1031,20260917,1012588,12,Information Technology
4805008481,80,4100,1100,20190403,1015699,15,EHSS
4509003770,70,4100,3200,20171006,1030081,30,Digitization
4805008483,60,2000,1000,20190915,1017021,17,Technology & Innovation
4805008484,10,1000,10M2,20170111,1020132,20,Legal
4805008484,40,4100,3200,20190402,1010243,10,Finance
4805008485,70,3000,1000,20250804,1032354,32,Supply Chain
4509003771,40,1000,1100,20170623,1017266,17,Technology & Innovation
4805008487,50,1000,2100,20170528,1017576,17,Technology & Innovation
4805008487,80,4100,1000,20171205,1014687,14,SS Facility Mgt
4805008488,30,3000,4100,20170411,1030798,30,Digitization
4805008489,60,2000,1100,20210713,1012009,12,Information Technology
4509003773,10,2000,1031,20191024,1014451,14,SS Facility Mgt
4805008490,40,4100,1000,20210504,1028231,28,SS Global Procurement
4805008491,70,3000,2100,20250621,1028342,28,SS Global Procurement
4805008492,20,2000,2100,20231212,1027453,27,Manufacturing Support
4805008493,50,1000,4100,20190215,1030564,30,Digitization
4509003775,60,3000,1031,20200427,1014636,14,SS Facility Mgt
4805008494,30,3000,2100,20180515,1014786,14,SS Facility Mgt
4805008495,60,2000,10M1,20201127,1012897,12,Information Technology
4805008496,10,1000,2100,20190917,1010108,10,Finance
4805008496,40,4100,10M1,20261012,1017219,17,Technology & Innovation
4509003776,30,4100,2100,20260307,1020821,20,Legal
4805008498,20,2000,10M2,20200920,1009441,9,Executive Office
4805008499,50,1000,1000,20200117,1014552,14,SS Facility Mgt
4805008499,80,4100,10M1,20261227,1032663,32,Supply Chain
4805008500,30,3000,1033,20200117,1017774,17,Technology & Innovation
4509003778,80,1000,10M1,20170409,1032106,32,Supply Chain
4805008502,10,1000,2100,20170104,1027096,27,Manufacturing Support
4805008502,40,4100,10M2,20210601,1023207,23,Corporate Affairs
4805008503,70,3000,10M1,20171003,1012318,12,Information Technology
4805008504,20,2000,10M2,20200103,1028429,28,SS Global Procurement
4509003780,50,2000,1100,20180423,1028291,28,SS Global Procurement
4805008505,80,4100,1033,20200508,1012651,12,Information Technology
4805008506,30,3000,4100,20191205,1010762,10,Finance
4805008507,60,2000,10M1,20190408,1030873,30,Digitization
4805008508,10,1000,1000,20230121,1012084,12,Information Technology
4509003781,20,3000,10M1,20180706,1009476,9,Executive Office
4805008509,70,3000,3200,20220104,1014306,14,SS Facility Mgt
4805008510,20,2000,4100,20240605,1014417,14,SS Facility Mgt
4805008511,50,1000,1100,20190517,1032528,32,Supply Chain
4805008511,80,4100,1031,20240211,1027824,27,Manufacturing Support
4509003783,70,4100,1033,20260616,1012661,12,Information Technology
4805008513,60,2000,1031,20180801,1028861,28,SS Global Procurement
4805008514,10,1000,1033,20170108,1012072,12,Information Technology
4805008514,40,4100,2100,20220315,1027183,27,Manufacturing Support
4805008515,70,3000,10M2,20240604,1028294,28,SS Global Procurement
4509003785,40,1000,1031,20260608,1017846,17,Technology & Innovation
4805008517,50,1000,1100,20221128,1028516,28,SS Global Procurement
4805008517,80,4100,1100,20180514,1009627,9,Executive Office
4805008518,30,3000,4100,20230818,1015738,15,EHSS
4805008519,60,2000,1100,20240920,1032849,32,Supply Chain
4509003786,10,2000,2100,20240215,1030131,30,Digitization
4805008520,40,4100,10M1,20220506,1014171,14,SS Facility Mgt
4805008521,70,3000,10M1,20241116,1027282,27,Manufacturing Support
4805008522,20,2000,3200,20220310,1012393,12,Information Technology
4805008523,50,1000,10M1,20250917,1032504,32,Supply Chain
4509003788,60,3000,1000,20221203,1027316,27,Manufacturing Support
4805008524,30,3000,4100,20180515,1025726,25,Human Resources
4805008525,60,2000,4100,20230404,1010837,10,Finance
4805008526,10,1000,2100,20240305,1015048,15,EHSS
4805008526,40,4100,3200,20251009,1027159,27,Manufacturing Support
4509003790,30,4100,1031,20220110,1010501,10,Finance
4805008528,20,2000,10M2,20210304,1027760,30,Digitization
4805008529,50,1000,1033,20230101,1035492,35,Sales & Marketing
4805008529,80,4100,1033,20170413,1028603,28,SS Global Procurement
4805008530,30,3000,2100,20250416,1012714,12,Information Technology
4509003791,80,1000,1033,20251127,1030686,30,Digitization
4805008532,10,1000,10M2,20170901,1030036,30,Digitization
4805008532,40,4100,1033,20220120,1030147,30,Digitization
4805008533,70,3000,3200,20230414,1014258,14,SS Facility Mgt
4805008534,20,2000,1100,20180811,1023369,23,Corporate Affairs
4509003793,50,2000,1100,20230519,1025871,25,Human Resources
4805008535,80,4100,1100,20170213,1030591,30,Digitization
4805008536,30,3000,3200,20260420,1009702,9,Executive Office
4805008537,60,2000,2100,20230603,1028813,28,SS Global Procurement
4805008538,10,1000,10M2,20200209,1009024,9,Executive Office
4509003795,20,3000,1100,20240820,1023156,23,Corporate Affairs
4805008539,70,3000,1033,20220614,1017246,17,Technology & Innovation
4805008540,20,2000,1031,20200216,1017357,17,Technology & Innovation
4805008541,50,1000,1031,20250809,1027468,27,Manufacturing Support
4805008541,80,4100,10M1,20260222,1035579,35,Sales & Marketing
4509003796,70,4100,10M2,20220607,1027341,27,Manufacturing Support
4805008543,60,2000,10M1,20231226,1027801,27,Manufacturing Support
4805008544,10,1000,1000,20220207,1028012,28,SS Global Procurement
4805008544,40,4100,2100,20200402,1023123,23,Corporate Affairs
4805008545,70,3000,3200,20240201,1023234,23,Corporate Affairs
4509003798,40,1000,10M1,20210313,1035526,35,Sales & Marketing
4805008547,50,1000,2100,20180822,1012456,12,Information Technology
4805008547,80,4100,4100,20250326,1015567,15,EHSS
4805008548,30,3000,1000,20221016,1023678,23,Corporate Affairs
4805008549,60,2000,1000,20190806,1014789,14,SS Facility Mgt
4509003800,10,2000,3200,20260412,1010711,10,Finance
4805008550,40,4100,4100,20250505,1027111,27,Manufacturing Support
4805008551,70,3000,2100,20180523,1023222,23,Corporate Affairs
4805008552,20,2000,1100,20180915,1028333,28,SS Global Procurement
4805008553,50,1000,1100,20260913,1035444,35,Sales & Marketing
4509003801,60,3000,2100,20191122,1012896,12,Information Technology
4805008554,30,3000,2100,20220927,1028666,28,SS Global Procurement
4805008555,60,2000,3200,20220626,1012777,12,Information Technology
4805008556,10,1000,1031,20170723,1017888,17,Technology & Innovation
4805008556,40,4100,10M2,20250716,1028099,28,SS Global Procurement
4509003803,30,4100,10M2,20250226,1017181,17,Technology & Innovation
4805008558,20,2000,3200,20180228,1010321,10,Finance
4805008559,50,1000,1000,20260214,1014432,14,SS Facility Mgt
4805008559,80,4100,1000,20171202,1025543,25,Human Resources
4805008560,30,3000,1100,20240615,1027654,27,Manufacturing Support
4509003805,80,1000,1100,20250506,1009366,9,Executive Office
4805008562,10,1000,10M1,20240914,1012876,12,Information Technology
4805008562,40,4100,1031,20230211,1032087,32,Supply Chain
4805008563,70,3000,1000,20260311,1012198,12,Information Technology
4805008564,20,2000,1033,20221012,1030309,30,Digitization
4509003806,50,2000,1031,20240506,1014551,14,SS Facility Mgt
4805008565,80,4100,10M2,20221016,1010531,10,Finance
4805008566,30,3000,2100,20230111,1017642,17,Technology & Innovation
4805008567,60,2000,1033,20241102,1014753,14,SS Facility Mgt
4805008568,10,1000,3200,20241206,1028864,28,SS Global Procurement
4509003808,20,3000,1000,20210512,1028736,28,SS Global Procurement
4805008569,70,3000,3200,20200112,1028186,28,SS Global Procurement
